phase,insertion mode,token,name,count
main phase,after head insertion mode,end tag,tt,63
main phase,after head insertion mode,end tag,h5,60
main phase,after head insertion mode,start tag,button,49
main phase,after head insertion mode,end tag,li,49
main phase,after head insertion mode,end tag,dl,46
main phase,after head insertion mode,end tag,marquee,43
main phase,after head insertion mode,end tag,dd,34
main phase,after head insertion mode,start tag,col,31
main phase,after head insertion mode,start tag,plaintext,28
main phase,after head insertion mode,start tag,listing,28
main phase,after head insertion mode,end tag,th,26
main phase,after head insertion mode,start tag,wbr,26
main phase,after head insertion mode,end tag,address,20
main phase,after head insertion mode,end tag,bgsound,17
main phase,after head insertion mode,end tag,h4,14
main phase,after head insertion mode,end tag,big,14
main phase,after head insertion mode,end tag,hr,8
main phase,after head insertion mode,end tag,dir,8
main phase,after head insertion mode,end tag,s,8
main phase,after head insertion mode,end tag,em,8
main phase,after head insertion mode,end tag,caption,8
main phase,after head insertion mode,end tag,menu,5
main phase,after head insertion mode,end tag,basefont,5
main phase,after head insertion mode,end tag,image,5
main phase,after head insertion mode,start tag,isindex,5
main phase,after head insertion mode,end tag,fieldset,2
main phase,after head insertion mode,end tag,param,2
main phase,after head insertion mode,start tag,strike,2
main phase,after head insertion mode,end tag,option,2
main phase,after head insertion mode,end tag,dt,2
main phase,in body insertion mode,characters,,1145365329839
main phase,in body insertion mode,start tag,a,234705394227
main phase,in body insertion mode,end tag,a,234417637856
main phase,in body insertion mode,end tag,div,151625213394
main phase,in body insertion mode,start tag,div,151520445665
main phase,in body insertion mode,start tag,li,97306623291
main phase,in body insertion mode,end tag,li,95028891237
main phase,in body insertion mode,start tag,br,79986908589
main phase,in body insertion mode,start tag,other,69682112975
main phase,in body insertion mode,end tag,other,69249811096
main phase,in body insertion mode,comment,,55324346169
main phase,in body insertion mode,start tag,img,39522131585
main phase,in body insertion mode,start tag,p,38153174114
main phase,in body insertion mode,end tag,p,33485422339
main phase,in body insertion mode,start tag,table,31261360643
main phase,in body insertion mode,end tag,script,24691635975
main phase,in body insertion mode,start tag,script,24362172466
main phase,in body insertion mode,start tag,input,20007144831
main phase,in body insertion mode,end tag,b,16818364386
main phase,in body insertion mode,start tag,b,16680005842
main phase,in body insertion mode,start tag,ul,14953360029
main phase,in body insertion mode,end tag,ul,14946558815
main phase,in body insertion mode,start tag,font,13943586831
main phase,in body insertion mode,end tag,font,13802424999
main phase,in body insertion mode,end tag,body,9544682987
main phase,in body insertion mode,end tag,strong,8885072473
main phase,in body insertion mode,start tag,strong,8870304135
main phase,in body insertion mode,end tag,i,5943088749
main phase,in body insertion mode,start tag,i,5862084228
main phase,in body insertion mode,end tag,h2,5402675916
main phase,in body insertion mode,start tag,h2,5398775177
main phase,in body insertion mode,end tag,form,5303191915
main phase,in body insertion mode,start tag,form,5275090656
main phase,in body insertion mode,end tag,h3,4923812956
main phase,in body insertion mode,start tag,h3,4912778187
main phase,in body insertion mode,start tag,dd,4789856113
main phase,in body insertion mode,start tag,hr,4329171518
main phase,in body insertion mode,end tag,dd,3871208551
main phase,in body insertion mode,start tag,area,3419482418
main phase,in body insertion mode,start tag,center,3110402330
main phase,in body insertion mode,end tag,h1,3107039835
main phase,in body insertion mode,start tag,h1,3101787384
main phase,in body insertion mode,start tag,dt,3028823317
main phase,in body insertion mode,end tag,center,2952477898
main phase,in body insertion mode,end tag,em,2725043429
main phase,in body insertion mode,start tag,em,2713591064
main phase,in body insertion mode,end tag,noscript,2435423322
main phase,in body insertion mode,start tag,noscript,2399237779
main phase,in body insertion mode,end tag,dt,2310131371
main phase,in body insertion mode,start tag,h4,2042066377
main phase,in body insertion mode,end tag,h4,2040807286
main phase,in body insertion mode,start tag,h5,1807605360
main phase,in body insertion mode,end tag,h5,1807007354
main phase,in body insertion mode,end tag,style,1662079214
main phase,in body insertion mode,start tag,style,1632485443
main phase,in body insertion mode,start tag,dl,1420162909
main phase,in body insertion mode,end tag,dl,1420060958
main phase,in body insertion mode,end tag,small,1284549963
main phase,in body insertion mode,start tag,small,1283030355
main phase,in body insertion mode,start tag,meta,1228537144
main phase,in body insertion mode,start tag,select,1186506990
main phase,in body insertion mode,end tag,u,1151740190
main phase,in body insertion mode,start tag,u,1136508946
main phase,in body insertion mode,end tag,iframe,1123805331
main phase,in body insertion mode,start tag,iframe,1083138450
main phase,in body insertion mode,start tag,link,992823165
main phase,in body insertion mode,end tag,td,874915588
main phase,in body insertion mode,start tag,param,871288368
main phase,in body insertion mode,start tag,body,716262035
main phase,in body insertion mode,end tag,tr,713937956
main phase,in body insertion mode,start tag,pre,602806380
main phase,in body insertion mode,end tag,nobr,595491339
main phase,in body insertion mode,end tag,pre,594432449
main phase,in body insertion mode,start tag,nobr,594354806
main phase,in body insertion mode,end tag,table,592242278
main phase,in body insertion mode,end of file,,553490958
main phase,in body insertion mode,end tag,head,538833475
main phase,in body insertion mode,start tag,tt,499599606
main phase,in body insertion mode,end tag,tt,499513421
main phase,in body insertion mode,end tag,blockquote,461050067
main phase,in body insertion mode,start tag,blockquote,460638429
main phase,in body insertion mode,start tag,td,455526412
main phase,in body insertion mode,end tag,h6,423679050
main phase,in body insertion mode,start tag,h6,423364212
main phase,in body insertion mode,start tag,fieldset,410926016
main phase,in body insertion mode,end tag,fieldset,409016668
main phase,in body insertion mode,end tag,title,355454907
main phase,in body insertion mode,start tag,title,350494843
main phase,in body insertion mode,end tag,ol,344930903
main phase,in body insertion mode,start tag,ol,343849672
main phase,in body insertion mode,end tag,textarea,309492509
main phase,in body insertion mode,start tag,textarea,308831232
main phase,in body insertion mode,start tag,tr,301362508
main phase,in body insertion mode,start tag,head,299192226
main phase,in body insertion mode,start tag,html,268501437
main phase,in body insertion mode,end tag,html,236184900
main phase,in body insertion mode,end tag,object,231500580
main phase,in body insertion mode,start tag,embed,225752691
main phase,in body insertion mode,start tag,object,224943943
main phase,in body insertion mode,end tag,button,197123343
main phase,in body insertion mode,start tag,button,197096838
main phase,in body insertion mode,end tag,input,194696193
main phase,in body insertion mode,end tag,embed,164283282
main phase,in body insertion mode,start tag,address,161637163
main phase,in body insertion mode,end tag,address,161530371
main phase,in body insertion mode,end tag,br,143285485
main phase,in body insertion mode,end tag,img,139406872
main phase,in body insertion mode,end tag,big,134168178
main phase,in body insertion mode,start tag,big,133112757
main phase,in body insertion mode,start tag,wbr,127924391
main phase,in body insertion mode,DOCTYPE,,106559576
main phase,in body insertion mode,end tag,s,76510675
main phase,in body insertion mode,start tag,s,75029356
main phase,in body insertion mode,end tag,param,60429736
main phase,in body insertion mode,end tag,dir,50862949
main phase,in body insertion mode,start tag,dir,49874357
main phase,in body insertion mode,end tag,strike,45231955
main phase,in body insertion mode,start tag,strike,44338761
main phase,in body insertion mode,start tag,base,38457691
main phase,in body insertion mode,end tag,tbody,35005524
main phase,in body insertion mode,end tag,area,33488604
main phase,in body insertion mode,start tag,marquee,32086383
main phase,in body insertion mode,end tag,marquee,30141498
main phase,in body insertion mode,start tag,spacer,23999914
main phase,in body insertion mode,start tag,basefont,23575390
main phase,in body insertion mode,end tag,link,21340077
main phase,in body insertion mode,end tag,hr,12272600
main phase,in body insertion mode,end tag,wbr,10415860
main phase,in body insertion mode,end tag,spacer,10091907
main phase,in body insertion mode,end tag,noframes,6514007
main phase,in body insertion mode,start tag,menu,5845507
main phase,in body insertion mode,start tag,image,5802609
main phase,in body insertion mode,start tag,frame,5712433
main phase,in body insertion mode,end tag,menu,5616073
main phase,in body insertion mode,end tag,noembed,4555877
main phase,in body insertion mode,end tag,basefont,4070493
main phase,in body insertion mode,end tag,option,4002172
main phase,in body insertion mode,start tag,bgsound,3981559
main phase,in body insertion mode,start tag,option,3909982
main phase,in body insertion mode,end tag,base,3833242
main phase,in body insertion mode,end tag,select,3746860
main phase,in body insertion mode,start tag,noembed,3397004
main phase,in body insertion mode,end tag,frameset,3008873
main phase,in body insertion mode,start tag,noframes,2618572
main phase,in body insertion mode,start tag,frameset,2593786
main phase,in body insertion mode,end tag,meta,2433819
main phase,in body insertion mode,start tag,tbody,2433646
main phase,in body insertion mode,end tag,caption,2287896
main phase,in body insertion mode,start tag,caption,2044158
main phase,in body insertion mode,end tag,th,1995069
main phase,in body insertion mode,start tag,th,1352629
main phase,in body insertion mode,end tag,image,791624
main phase,in body insertion mode,end tag,bgsound,699232
main phase,in body insertion mode,end tag,listing,539355
main phase,in body insertion mode,start tag,listing,376150
main phase,in body insertion mode,end tag,plaintext,287919
main phase,in body insertion mode,start tag,col,219467
main phase,in body insertion mode,end tag,frame,181349
main phase,in body insertion mode,end tag,thead,78417
main phase,in body insertion mode,end tag,col,41894
main phase,in body insertion mode,end tag,tfoot,35134
main phase,in body insertion mode,start tag,tfoot,31467
main phase,in body insertion mode,start tag,thead,26640
main phase,in body insertion mode,start tag,isindex,23110
main phase,in body insertion mode,end tag,colgroup,20034
main phase,in body insertion mode,start tag,plaintext,15812
main phase,in body insertion mode,start tag,colgroup,14272
main phase,in body insertion mode,end tag,optgroup,9815
main phase,in body insertion mode,start tag,optgroup,7596
main phase,in body insertion mode,end tag,isindex,89
main phase,in table insertion mode,start tag,tr,148746060459
main phase,in table insertion mode,characters,,140075613291
main phase,in table insertion mode,end tag,table,6719073180
main phase,in table insertion mode,start tag,tbody,5968664366
main phase,in table insertion mode,start tag,input,2566669764
main phase,in table insertion mode,comment,,1893032600
main phase,in table insertion mode,start tag,form,1497279855
main phase,in table insertion mode,start tag,td,872176234
main phase,in table insertion mode,start tag,thead,468454522
main phase,in table insertion mode,start tag,a,450670640
main phase,in table insertion mode,end tag,a,445394829
main phase,in table insertion mode,start tag,br,382881384
main phase,in table insertion mode,start tag,col,336969064
main phase,in table insertion mode,end tag,script,224929286
main phase,in table insertion mode,start tag,script,219789664
main phase,in table insertion mode,start tag,table,195677986
main phase,in table insertion mode,start tag,colgroup,188468641
main phase,in table insertion mode,start tag,caption,165340153
main phase,in table insertion mode,start tag,div,151759381
main phase,in table insertion mode,start tag,img,143803489
main phase,in table insertion mode,start tag,other,143609803
main phase,in table insertion mode,start tag,font,131201595
main phase,in table insertion mode,end tag,div,125478955
main phase,in table insertion mode,end tag,font,111618298
main phase,in table insertion mode,end tag,form,103399472
main phase,in table insertion mode,end tag,other,100984399
main phase,in table insertion mode,start tag,p,89870614
main phase,in table insertion mode,end tag,b,83002070
main phase,in table insertion mode,start tag,b,82635652
main phase,in table insertion mode,end tag,tr,75999014
main phase,in table insertion mode,end tag,style,75003410
main phase,in table insertion mode,start tag,style,73132727
main phase,in table insertion mode,end tag,p,67248980
main phase,in table insertion mode,start tag,tfoot,61801980
main phase,in table insertion mode,start tag,li,57429101
main phase,in table insertion mode,end tag,li,51411825
main phase,in table insertion mode,end tag,td,50324320
main phase,in table insertion mode,start tag,center,27393770
main phase,in table insertion mode,start tag,th,24685421
main phase,in table insertion mode,end tag,center,20028310
main phase,in table insertion mode,end tag,input,18966022
main phase,in table insertion mode,start tag,strong,16789327
main phase,in table insertion mode,end tag,strong,15936329
main phase,in table insertion mode,start tag,area,13839225
main phase,in table insertion mode,start tag,hr,13130093
main phase,in table insertion mode,end tag,i,10239262
main phase,in table insertion mode,start tag,param,9238411
main phase,in table insertion mode,start tag,i,8934382
main phase,in table insertion mode,start tag,ul,8933074
main phase,in table insertion mode,end tag,ul,7757323
main phase,in table insertion mode,start tag,link,7605398
main phase,in table insertion mode,end tag,noscript,6913606
main phase,in table insertion mode,end of file,,5592772
main phase,in table insertion mode,end tag,body,5234587
main phase,in table insertion mode,start tag,meta,5100167
main phase,in table insertion mode,start tag,noscript,5077557
main phase,in table insertion mode,end tag,html,5005503
main phase,in table insertion mode,end tag,object,4164109
main phase,in table insertion mode,start tag,h3,3916831
main phase,in table insertion mode,start tag,body,3795011
main phase,in table insertion mode,end tag,tbody,3742780
main phase,in table insertion mode,end tag,h3,3655461
main phase,in table insertion mode,start tag,u,3375760
main phase,in table insertion mode,start tag,h2,3300361
main phase,in table insertion mode,end tag,h2,3289425
main phase,in table insertion mode,end tag,iframe,3264462
main phase,in table insertion mode,start tag,dd,3253642
main phase,in table insertion mode,end tag,u,3242124
main phase,in table insertion mode,start tag,iframe,3106489
main phase,in table insertion mode,start tag,embed,2907904
main phase,in table insertion mode,end tag,small,2713138
main phase,in table insertion mode,start tag,dt,2531160
main phase,in table insertion mode,start tag,small,2514350
main phase,in table insertion mode,start tag,object,2378752
main phase,in table insertion mode,start tag,big,2081668
main phase,in table insertion mode,end tag,big,2081584
main phase,in table insertion mode,end tag,thead,2075759
main phase,in table insertion mode,end tag,head,2042688
main phase,in table insertion mode,end tag,dt,1970000
main phase,in table insertion mode,end tag,title,1827517
main phase,in table insertion mode,end tag,em,1816338
main phase,in table insertion mode,start tag,title,1813222
main phase,in table insertion mode,start tag,em,1798150
main phase,in table insertion mode,start tag,select,1752511
main phase,in table insertion mode,start tag,head,1725523
main phase,in table insertion mode,start tag,h1,1706143
main phase,in table insertion mode,start tag,html,1652010
main phase,in table insertion mode,end tag,h1,1631918
main phase,in table insertion mode,end tag,br,1556652
main phase,in table insertion mode,end tag,dd,1508611
main phase,in table insertion mode,start tag,pre,1383000
main phase,in table insertion mode,end tag,caption,1364100
main phase,in table insertion mode,start tag,h4,1151543
main phase,in table insertion mode,end tag,embed,1129228
main phase,in table insertion mode,end tag,h4,1117398
main phase,in table insertion mode,end tag,blockquote,929641
main phase,in table insertion mode,start tag,dl,908646
main phase,in table insertion mode,start tag,nobr,902323
main phase,in table insertion mode,end tag,meta,855093
main phase,in table insertion mode,start tag,blockquote,810744
main phase,in table insertion mode,end tag,pre,793008
main phase,in table insertion mode,end tag,dl,768149
main phase,in table insertion mode,end tag,nobr,763247
main phase,in table insertion mode,start tag,base,583237
main phase,in table insertion mode,end tag,col,537578
main phase,in table insertion mode,start tag,h5,525479
main phase,in table insertion mode,end tag,h5,516771
main phase,in table insertion mode,DOCTYPE,,475059
main phase,in table insertion mode,start tag,marquee,466881
main phase,in table insertion mode,end tag,marquee,459065
main phase,in table insertion mode,end tag,textarea,439916
main phase,in table insertion mode,start tag,textarea,432525
main phase,in table insertion mode,start tag,h6,354862
main phase,in table insertion mode,end tag,h6,350539
main phase,in table insertion mode,start tag,fieldset,295376
main phase,in table insertion mode,end tag,colgroup,263992
main phase,in table insertion mode,start tag,ol,255406
main phase,in table insertion mode,end tag,img,248458
main phase,in table insertion mode,start tag,dir,225892
main phase,in table insertion mode,end tag,dir,223050
main phase,in table insertion mode,end tag,ol,221800
main phase,in table insertion mode,end tag,fieldset,180050
main phase,in table insertion mode,end tag,th,152240
main phase,in table insertion mode,start tag,tt,149847
main phase,in table insertion mode,end tag,tt,146050
main phase,in table insertion mode,start tag,address,134194
main phase,in table insertion mode,end tag,address,133846
main phase,in table insertion mode,start tag,wbr,125327
main phase,in table insertion mode,end tag,s,89628
main phase,in table insertion mode,start tag,s,83476
main phase,in table insertion mode,end tag,select,67508
main phase,in table insertion mode,start tag,image,59685
main phase,in table insertion mode,start tag,strike,52387
main phase,in table insertion mode,end tag,strike,52086
main phase,in table insertion mode,start tag,basefont,51311
main phase,in table insertion mode,end tag,param,48796
main phase,in table insertion mode,end tag,hr,40250
main phase,in table insertion mode,start tag,spacer,38172
main phase,in table insertion mode,end tag,link,31985
main phase,in table insertion mode,start tag,bgsound,29722
main phase,in table insertion mode,end tag,noframes,25454
main phase,in table insertion mode,end tag,area,22708
main phase,in table insertion mode,start tag,option,21787
main phase,in table insertion mode,end tag,option,17094
main phase,in table insertion mode,end tag,button,14642
main phase,in table insertion mode,start tag,button,14590
main phase,in table insertion mode,start tag,noframes,13711
main phase,in table insertion mode,end tag,noembed,11751
main phase,in table insertion mode,start tag,noembed,11592
main phase,in table insertion mode,end tag,spacer,10493
main phase,in table insertion mode,start tag,menu,8343
main phase,in table insertion mode,end tag,menu,7836
main phase,in table insertion mode,end tag,bgsound,5339
main phase,in table insertion mode,start tag,frame,1773
main phase,in table insertion mode,end tag,tfoot,1718
main phase,in table insertion mode,end tag,image,1397
main phase,in table insertion mode,end tag,basefont,1125
main phase,in table insertion mode,end tag,frameset,888
main phase,in table insertion mode,start tag,frameset,769
main phase,in table insertion mode,end tag,base,708
main phase,in table insertion mode,end tag,listing,538
main phase,in table insertion mode,start tag,listing,509
main phase,in table insertion mode,end tag,wbr,500
main phase,in table insertion mode,end tag,optgroup,309
main phase,in table insertion mode,end tag,frame,86
main phase,in table insertion mode,end tag,plaintext,69
main phase,in table insertion mode,start tag,plaintext,69
main phase,in table insertion mode,start tag,optgroup,31
main phase,in table insertion mode,start tag,isindex,5
main phase,in caption insertion mode,characters,,342278255
main phase,in caption insertion mode,end tag,caption,168815413
main phase,in caption insertion mode,start tag,a,94689735
main phase,in caption insertion mode,end tag,a,88351998
main phase,in caption insertion mode,end tag,other,24902851
main phase,in caption insertion mode,start tag,other,24686326
main phase,in caption insertion mode,start tag,br,15858033
main phase,in caption insertion mode,start tag,b,13330244
main phase,in caption insertion mode,end tag,b,13056716
main phase,in caption insertion mode,start tag,font,12073983
main phase,in caption insertion mode,end tag,font,11687065
main phase,in caption insertion mode,start tag,img,5880517
main phase,in caption insertion mode,start tag,strong,4677851
main phase,in caption insertion mode,end tag,strong,4660716
main phase,in caption insertion mode,start tag,p,3421584
main phase,in caption insertion mode,start tag,table,2912519
main phase,in caption insertion mode,end tag,p,2827570
main phase,in caption insertion mode,start tag,i,2254351
main phase,in caption insertion mode,end tag,i,2249553
main phase,in caption insertion mode,start tag,div,2173230
main phase,in caption insertion mode,end tag,div,2102851
main phase,in caption insertion mode,start tag,center,1672163
main phase,in caption insertion mode,comment,,1572681
main phase,in caption insertion mode,end tag,center,1308798
main phase,in caption insertion mode,start tag,tbody,1139122
main phase,in caption insertion mode,end tag,table,879091
main phase,in caption insertion mode,start tag,tr,869559
main phase,in caption insertion mode,start tag,em,731062
main phase,in caption insertion mode,end tag,em,730518
main phase,in caption insertion mode,start tag,h2,699817
main phase,in caption insertion mode,end tag,h2,679363
main phase,in caption insertion mode,start tag,big,629956
main phase,in caption insertion mode,start tag,input,629739
main phase,in caption insertion mode,end tag,big,624744
main phase,in caption insertion mode,start tag,u,624281
main phase,in caption insertion mode,end tag,u,619298
main phase,in caption insertion mode,start tag,h4,480876
main phase,in caption insertion mode,end tag,h4,468151
main phase,in caption insertion mode,start tag,h3,460416
main phase,in caption insertion mode,end tag,h3,438631
main phase,in caption insertion mode,end tag,script,432438
main phase,in caption insertion mode,start tag,script,431992
main phase,in caption insertion mode,start tag,nobr,427808
main phase,in caption insertion mode,end tag,nobr,427105
main phase,in caption insertion mode,end tag,small,381347
main phase,in caption insertion mode,start tag,small,369942
main phase,in caption insertion mode,start tag,h1,353227
main phase,in caption insertion mode,end tag,h1,350241
main phase,in caption insertion mode,start tag,hr,317312
main phase,in caption insertion mode,start tag,caption,262811
main phase,in caption insertion mode,start tag,param,262728
main phase,in caption insertion mode,start tag,h5,240919
main phase,in caption insertion mode,end tag,h5,239608
main phase,in caption insertion mode,end tag,br,232686
main phase,in caption insertion mode,start tag,form,188676
main phase,in caption insertion mode,end tag,tr,180001
main phase,in caption insertion mode,end tag,form,179138
main phase,in caption insertion mode,start tag,thead,156659
main phase,in caption insertion mode,start tag,li,132674
main phase,in caption insertion mode,start tag,h6,119829
main phase,in caption insertion mode,end tag,h6,119449
main phase,in caption insertion mode,end tag,li,115734
main phase,in caption insertion mode,start tag,area,110580
main phase,in caption insertion mode,end tag,td,80657
main phase,in caption insertion mode,start tag,select,64944
main phase,in caption insertion mode,start tag,tt,61323
main phase,in caption insertion mode,end tag,tt,60869
main phase,in caption insertion mode,start tag,ul,57932
main phase,in caption insertion mode,end tag,ul,56745
main phase,in caption insertion mode,start tag,embed,50590
main phase,in caption insertion mode,end tag,embed,45051
main phase,in caption insertion mode,end tag,object,44157
main phase,in caption insertion mode,start tag,object,43986
main phase,in caption insertion mode,start tag,blockquote,31777
main phase,in caption insertion mode,start tag,marquee,30877
main phase,in caption insertion mode,end tag,blockquote,30810
main phase,in caption insertion mode,end tag,marquee,30628
main phase,in caption insertion mode,start tag,dt,30292
main phase,in caption insertion mode,end tag,noscript,26554
main phase,in caption insertion mode,start tag,noscript,26270
main phase,in caption insertion mode,start tag,basefont,23694
main phase,in caption insertion mode,start tag,col,21877
main phase,in caption insertion mode,start tag,colgroup,19568
main phase,in caption insertion mode,start tag,td,17163
main phase,in caption insertion mode,end tag,tbody,13705
main phase,in caption insertion mode,start tag,body,13531
main phase,in caption insertion mode,start tag,dl,12738
main phase,in caption insertion mode,end tag,dl,12698
main phase,in caption insertion mode,start tag,th,12565
main phase,in caption insertion mode,end tag,body,12489
main phase,in caption insertion mode,end tag,html,12232
main phase,in caption insertion mode,end tag,dt,11925
main phase,in caption insertion mode,start tag,meta,10973
main phase,in caption insertion mode,start tag,html,10027
main phase,in caption insertion mode,end tag,iframe,9659
main phase,in caption insertion mode,start tag,iframe,9503
main phase,in caption insertion mode,start tag,pre,8409
main phase,in caption insertion mode,end tag,pre,8282
main phase,in caption insertion mode,end tag,head,7897
main phase,in caption insertion mode,start tag,head,7761
main phase,in caption insertion mode,end tag,title,7631
main phase,in caption insertion mode,start tag,title,7567
main phase,in caption insertion mode,end tag,ol,5220
main phase,in caption insertion mode,start tag,ol,5208
main phase,in caption insertion mode,start tag,address,4844
main phase,in caption insertion mode,end tag,address,4824
main phase,in caption insertion mode,end of file,,4363
main phase,in caption insertion mode,start tag,dd,4184
main phase,in caption insertion mode,end tag,style,3643
main phase,in caption insertion mode,start tag,style,3322
main phase,in caption insertion mode,end tag,dd,2746
main phase,in caption insertion mode,end tag,strike,2575
main phase,in caption insertion mode,start tag,strike,2575
main phase,in caption insertion mode,end tag,img,2471
main phase,in caption insertion mode,start tag,link,2072
main phase,in caption insertion mode,start tag,spacer,1996
main phase,in caption insertion mode,end tag,textarea,1993
main phase,in caption insertion mode,start tag,textarea,1967
main phase,in caption insertion mode,start tag,wbr,1953
main phase,in caption insertion mode,end tag,input,1510
main phase,in caption insertion mode,start tag,button,1140
main phase,in caption insertion mode,end tag,button,1140
main phase,in caption insertion mode,start tag,dir,1114
main phase,in caption insertion mode,end tag,dir,1105
main phase,in caption insertion mode,end tag,th,876
main phase,in caption insertion mode,start tag,image,871
main phase,in caption insertion mode,end tag,hr,798
main phase,in caption insertion mode,end tag,param,766
main phase,in caption insertion mode,start tag,s,671
main phase,in caption insertion mode,end tag,basefont,607
main phase,in caption insertion mode,end tag,s,483
main phase,in caption insertion mode,DOCTYPE,,422
main phase,in caption insertion mode,start tag,fieldset,309
main phase,in caption insertion mode,end tag,fieldset,309
main phase,in caption insertion mode,start tag,tfoot,167
main phase,in caption insertion mode,start tag,bgsound,153
main phase,in caption insertion mode,start tag,noembed,124
main phase,in caption insertion mode,end tag,noembed,124
main phase,in caption insertion mode,start tag,base,92
main phase,in caption insertion mode,end tag,thead,78
main phase,in caption insertion mode,end tag,area,75
main phase,in caption insertion mode,end tag,bgsound,49
main phase,in caption insertion mode,end tag,menu,49
main phase,in caption insertion mode,start tag,menu,49
main phase,in caption insertion mode,end tag,link,40
main phase,in caption insertion mode,start tag,frame,37
main phase,in caption insertion mode,end tag,option,34
main phase,in caption insertion mode,start tag,frameset,28
main phase,in caption insertion mode,end tag,select,23
main phase,in caption insertion mode,end tag,colgroup,23
main phase,in caption insertion mode,end tag,tfoot,20
main phase,in caption insertion mode,start tag,option,17
main phase,in caption insertion mode,end tag,frameset,17
main phase,in caption insertion mode,end tag,noframes,17
main phase,in caption insertion mode,end tag,base,2
main phase,in caption insertion mode,end tag,spacer,2
main phase,in caption insertion mode,start tag,listing,2
main phase,in column group insertion mode,start tag,col,1225731474
main phase,in column group insertion mode,characters,,964700593
main phase,in column group insertion mode,end tag,col,461536644
main phase,in column group insertion mode,start tag,tr,303859590
main phase,in column group insertion mode,end tag,colgroup,173378161
main phase,in column group insertion mode,comment,,35852502
main phase,in column group insertion mode,start tag,thead,25035242
main phase,in column group insertion mode,start tag,tbody,15016613
main phase,in column group insertion mode,start tag,colgroup,10180439
main phase,in column group insertion mode,start tag,script,3052588
main phase,in column group insertion mode,start tag,form,2495699
main phase,in column group insertion mode,start tag,td,1970677
main phase,in column group insertion mode,end tag,table,1404287
main phase,in column group insertion mode,start tag,font,667588
main phase,in column group insertion mode,end tag,other,328893
main phase,in column group insertion mode,start tag,div,287473
main phase,in column group insertion mode,end tag,font,242022
main phase,in column group insertion mode,start tag,caption,135033
main phase,in column group insertion mode,start tag,br,132333
main phase,in column group insertion mode,start tag,other,115601
main phase,in column group insertion mode,end tag,tr,109830
main phase,in column group insertion mode,start tag,img,91527
main phase,in column group insertion mode,start tag,table,89278
main phase,in column group insertion mode,start tag,strong,82648
main phase,in column group insertion mode,start tag,input,65925
main phase,in column group insertion mode,start tag,th,59364
main phase,in column group insertion mode,end tag,td,52905
main phase,in column group insertion mode,end tag,strong,45326
main phase,in column group insertion mode,end tag,thead,39298
main phase,in column group insertion mode,start tag,a,29416
main phase,in column group insertion mode,end tag,center,26088
main phase,in column group insertion mode,start tag,small,24829
main phase,in column group insertion mode,start tag,p,24074
main phase,in column group insertion mode,start tag,tfoot,21403
main phase,in column group insertion mode,end tag,caption,14217
main phase,in column group insertion mode,start tag,u,14153
main phase,in column group insertion mode,end tag,p,13135
main phase,in column group insertion mode,start tag,nobr,8999
main phase,in column group insertion mode,end tag,div,8068
main phase,in column group insertion mode,start tag,em,7393
main phase,in column group insertion mode,start tag,style,7182
main phase,in column group insertion mode,start tag,h1,6838
main phase,in column group insertion mode,end tag,b,5970
main phase,in column group insertion mode,start tag,b,5611
main phase,in column group insertion mode,start tag,link,3154
main phase,in column group insertion mode,end tag,u,2752
main phase,in column group insertion mode,start tag,dd,2720
main phase,in column group insertion mode,start tag,center,2537
main phase,in column group insertion mode,start tag,head,2326
main phase,in column group insertion mode,end tag,a,1834
main phase,in column group insertion mode,end tag,em,1666
main phase,in column group insertion mode,start tag,html,807
main phase,in column group insertion mode,end tag,pre,790
main phase,in column group insertion mode,start tag,h5,755
main phase,in column group insertion mode,end tag,form,656
main phase,in column group insertion mode,start tag,pre,607
main phase,in column group insertion mode,end tag,body,506
main phase,in column group insertion mode,end of file,,463
main phase,in column group insertion mode,start tag,body,448
main phase,in column group insertion mode,start tag,hr,410
main phase,in column group insertion mode,end tag,i,376
main phase,in column group insertion mode,end tag,h1,376
main phase,in column group insertion mode,end tag,tbody,344
main phase,in column group insertion mode,end tag,th,292
main phase,in column group insertion mode,start tag,h2,263
main phase,in column group insertion mode,end tag,ol,217
main phase,in column group insertion mode,start tag,i,190
main phase,in column group insertion mode,end tag,small,188
main phase,in column group insertion mode,start tag,h3,179
main phase,in column group insertion mode,start tag,big,162
main phase,in column group insertion mode,DOCTYPE,,141
main phase,in column group insertion mode,start tag,wbr,112
main phase,in column group insertion mode,start tag,h4,104
main phase,in column group insertion mode,start tag,basefont,95
main phase,in column group insertion mode,end tag,blockquote,89
main phase,in column group insertion mode,end tag,big,86
main phase,in column group insertion mode,start tag,iframe,83
main phase,in column group insertion mode,start tag,li,78
main phase,in column group insertion mode,end tag,tfoot,78
main phase,in column group insertion mode,start tag,ul,75
main phase,in column group insertion mode,start tag,meta,57
main phase,in column group insertion mode,start tag,marquee,49
main phase,in column group insertion mode,start tag,blockquote,46
main phase,in column group insertion mode,start tag,strike,37
main phase,in column group insertion mode,start tag,object,31
main phase,in column group insertion mode,end tag,link,31
main phase,in column group insertion mode,start tag,h6,28
main phase,in column group insertion mode,start tag,dl,26
main phase,in column group insertion mode,start tag,ol,23
main phase,in column group insertion mode,start tag,base,20
main phase,in column group insertion mode,end tag,strike,17
main phase,in column group insertion mode,end tag,h4,17
main phase,in column group insertion mode,end tag,li,17
