phase,insertion mode,token,name,count
main phase,after frameset insertion mode,start tag,meta,717067
main phase,after frameset insertion mode,end tag,li,602855
main phase,after frameset insertion mode,end tag,form,585946
main phase,after frameset insertion mode,start tag,form,548068
main phase,after frameset insertion mode,start tag,center,534282
main phase,after frameset insertion mode,end tag,strong,530630
main phase,after frameset insertion mode,start tag,strong,530213
main phase,after frameset insertion mode,end tag,center,528344
main phase,after frameset insertion mode,end tag,title,387511
main phase,after frameset insertion mode,start tag,title,348681
main phase,after frameset insertion mode,start tag,hr,317650
main phase,after frameset insertion mode,end tag,style,305010
main phase,after frameset insertion mode,start tag,h2,304862
main phase,after frameset insertion mode,end tag,h2,303592
main phase,after frameset insertion mode,start tag,frame,287126
main phase,after frameset insertion mode,start tag,i,281057
main phase,after frameset insertion mode,end tag,i,274980
main phase,after frameset insertion mode,start tag,ul,226858
main phase,after frameset insertion mode,end tag,ul,226505
main phase,after frameset insertion mode,start tag,head,217713
main phase,after frameset insertion mode,start tag,h3,190633
main phase,after frameset insertion mode,end tag,h3,189730
main phase,after frameset insertion mode,start tag,link,176852
main phase,after frameset insertion mode,start tag,select,164137
main phase,after frameset insertion mode,start tag,html,162539
main phase,after frameset insertion mode,end tag,select,153727
main phase,after frameset insertion mode,end tag,iframe,149505
main phase,after frameset insertion mode,start tag,th,143249
main phase,after frameset insertion mode,end tag,th,139814
main phase,after frameset insertion mode,start tag,style,116559
main phase,after frameset insertion mode,start tag,h4,106497
main phase,after frameset insertion mode,end tag,h4,105521
main phase,after frameset insertion mode,start tag,iframe,94652
main phase,after frameset insertion mode,end tag,nobr,81656
main phase,after frameset insertion mode,start tag,nobr,81262
main phase,after frameset insertion mode,start tag,area,70569
main phase,after frameset insertion mode,start tag,tbody,67525
main phase,after frameset insertion mode,end tag,tbody,63598
main phase,after frameset insertion mode,start tag,param,60901
main phase,after frameset insertion mode,start tag,em,45668
main phase,after frameset insertion mode,end tag,em,45589
main phase,after frameset insertion mode,end tag,input,31820
main phase,after frameset insertion mode,start tag,small,28582
main phase,after frameset insertion mode,end tag,small,28446
main phase,after frameset insertion mode,start tag,base,27364
main phase,after frameset insertion mode,end tag,object,24858
main phase,after frameset insertion mode,end tag,big,23072
main phase,after frameset insertion mode,start tag,big,22968
main phase,after frameset insertion mode,start tag,blockquote,20841
main phase,after frameset insertion mode,start tag,dd,20369
main phase,after frameset insertion mode,start tag,wbr,19906
main phase,after frameset insertion mode,start tag,h5,18514
main phase,after frameset insertion mode,end tag,pre,18448
main phase,after frameset insertion mode,start tag,dt,18098
main phase,after frameset insertion mode,end tag,frame,18049
main phase,after frameset insertion mode,end tag,h5,17638
main phase,after frameset insertion mode,start tag,embed,15956
main phase,after frameset insertion mode,start tag,object,14368
main phase,after frameset insertion mode,start tag,basefont,14185
main phase,after frameset insertion mode,end tag,blockquote,13589
main phase,after frameset insertion mode,end tag,embed,13410
main phase,after frameset insertion mode,end tag,br,12675
main phase,after frameset insertion mode,DOCTYPE,,9882
main phase,after frameset insertion mode,end tag,tt,8956
main phase,after frameset insertion mode,start tag,tt,8884
main phase,after frameset insertion mode,start tag,pre,8832
main phase,after frameset insertion mode,start tag,address,8724
main phase,after frameset insertion mode,end tag,address,8655
main phase,after frameset insertion mode,end tag,dt,8620
main phase,after frameset insertion mode,end tag,dd,8597
main phase,after frameset insertion mode,end tag,img,8403
main phase,after frameset insertion mode,end tag,h6,8105
main phase,after frameset insertion mode,start tag,h6,7894
main phase,after frameset insertion mode,start tag,plaintext,7497
main phase,after frameset insertion mode,end tag,marquee,6896
main phase,after frameset insertion mode,start tag,spacer,6881
main phase,after frameset insertion mode,end tag,dl,6878
main phase,after frameset insertion mode,start tag,marquee,6774
main phase,after frameset insertion mode,start tag,dl,6551
main phase,after frameset insertion mode,end tag,textarea,5608
main phase,after frameset insertion mode,end tag,ol,5261
main phase,after frameset insertion mode,start tag,ol,4818
main phase,after frameset insertion mode,start tag,textarea,2702
main phase,after frameset insertion mode,start tag,image,2598
main phase,after frameset insertion mode,start tag,col,2558
main phase,after frameset insertion mode,end tag,noembed,2456
main phase,after frameset insertion mode,start tag,noembed,1744
main phase,after frameset insertion mode,start tag,bgsound,1637
main phase,after frameset insertion mode,start tag,colgroup,1226
main phase,after frameset insertion mode,end tag,caption,830
main phase,after frameset insertion mode,end tag,colgroup,804
main phase,after frameset insertion mode,start tag,caption,784
main phase,after frameset insertion mode,end tag,hr,781
main phase,after frameset insertion mode,end tag,dir,668
main phase,after frameset insertion mode,start tag,dir,607
main phase,after frameset insertion mode,end tag,image,578
main phase,after frameset insertion mode,end tag,meta,518
main phase,after frameset insertion mode,end tag,basefont,506
main phase,after frameset insertion mode,end tag,s,500
main phase,after frameset insertion mode,start tag,s,408
main phase,after frameset insertion mode,end tag,strike,399
main phase,after frameset insertion mode,end tag,plaintext,387
main phase,after frameset insertion mode,start tag,fieldset,373
main phase,after frameset insertion mode,end tag,fieldset,370
main phase,after frameset insertion mode,end tag,link,364
main phase,after frameset insertion mode,end tag,wbr,350
main phase,after frameset insertion mode,end tag,menu,327
main phase,after frameset insertion mode,end tag,area,327
main phase,after frameset insertion mode,start tag,optgroup,324
main phase,after frameset insertion mode,end tag,optgroup,324
main phase,after frameset insertion mode,start tag,strike,318
main phase,after frameset insertion mode,end tag,param,295
main phase,after frameset insertion mode,start tag,thead,280
main phase,after frameset insertion mode,end tag,thead,277
main phase,after frameset insertion mode,start tag,menu,234
main phase,after frameset insertion mode,end tag,base,164
main phase,after frameset insertion mode,end tag,button,144
main phase,after frameset insertion mode,start tag,button,127
main phase,after frameset insertion mode,end tag,listing,78
main phase,after frameset insertion mode,start tag,tfoot,69
main phase,after frameset insertion mode,end tag,tfoot,66
main phase,after frameset insertion mode,end tag,bgsound,43
main phase,after frameset insertion mode,end tag,col,31
main phase,after frameset insertion mode,end tag,spacer,11
main phase,after frameset insertion mode,start tag,isindex,8
trailing end phase,,end of file,,9099272545
trailing end phase,,characters,,7368465265
trailing end phase,,comment,,844836840
trailing end phase,,start tag,script,197403020
trailing end phase,,end tag,body,73573266
trailing end phase,,start tag,div,35874481
trailing end phase,,start tag,html,35620186
trailing end phase,,start tag,table,27375706
trailing end phase,,end tag,div,25604928
trailing end phase,,start tag,br,17909443
trailing end phase,,end tag,object,11800189
trailing end phase,,start tag,p,11756633
trailing end phase,,start tag,other,11551409
trailing end phase,,start tag,center,11357379
trailing end phase,,end tag,html,10128138
trailing end phase,,start tag,iframe,9214334
trailing end phase,,DOCTYPE,,7554163
trailing end phase,,start tag,a,6637905
trailing end phase,,end tag,form,6191014
trailing end phase,,end tag,td,5791053
trailing end phase,,end tag,center,4857001
trailing end phase,,start tag,font,4625321
trailing end phase,,start tag,img,4208741
trailing end phase,,start tag,head,4194327
trailing end phase,,start tag,tr,4090952
trailing end phase,,start tag,hr,4065243
trailing end phase,,start tag,style,3665769
trailing end phase,,end tag,other,3483525
trailing end phase,,start tag,noscript,3406551
trailing end phase,,start tag,body,3145467
trailing end phase,,start tag,meta,3105618
trailing end phase,,end tag,p,3080609
trailing end phase,,start tag,form,2968897
trailing end phase,,end tag,style,2869470
trailing end phase,,start tag,input,2487408
trailing end phase,,end tag,head,2418271
trailing end phase,,start tag,link,2312674
trailing end phase,,end tag,table,2190584
trailing end phase,,end tag,pre,2160691
trailing end phase,,end tag,textarea,2134710
trailing end phase,,start tag,pre,1185928
trailing end phase,,end tag,font,1051311
trailing end phase,,start tag,b,807020
trailing end phase,,start tag,basefont,650288
trailing end phase,,start tag,title,567356
trailing end phase,,end tag,tr,488915
trailing end phase,,end tag,script,466629
trailing end phase,,end tag,noscript,293055
trailing end phase,,start tag,td,227353
trailing end phase,,end tag,a,178889
trailing end phase,,start tag,h2,174462
trailing end phase,,start tag,ul,171125
trailing end phase,,end tag,ul,166154
trailing end phase,,start tag,h1,149760
trailing end phase,,end tag,iframe,147095
trailing end phase,,start tag,h4,146276
trailing end phase,,start tag,base,132460
trailing end phase,,start tag,object,122766
trailing end phase,,start tag,small,121776
trailing end phase,,end tag,tbody,98718
trailing end phase,,end tag,li,95098
trailing end phase,,start tag,u,89376
trailing end phase,,start tag,li,73709
trailing end phase,,start tag,embed,72647
trailing end phase,,end tag,blockquote,71061
trailing end phase,,start tag,blockquote,70393
trailing end phase,,start tag,h3,69218
trailing end phase,,end tag,b,63612
trailing end phase,,start tag,frameset,61607
trailing end phase,,start tag,h6,60933
trailing end phase,,end tag,title,58201
trailing end phase,,start tag,strong,53296
trailing end phase,,start tag,noframes,51976
trailing end phase,,start tag,noembed,39978
trailing end phase,,end tag,br,39472
trailing end phase,,start tag,i,37698
trailing end phase,,start tag,marquee,33328
trailing end phase,,start tag,bgsound,32854
trailing end phase,,start tag,area,23674
trailing end phase,,end tag,strong,23246
trailing end phase,,end tag,h1,22919
trailing end phase,,end tag,h3,22783
trailing end phase,,end tag,h2,21183
trailing end phase,,end tag,frameset,19212
trailing end phase,,start tag,textarea,16894
trailing end phase,,end tag,noframes,15149
trailing end phase,,end tag,h4,14333
trailing end phase,,start tag,dl,13025
trailing end phase,,start tag,em,12588
trailing end phase,,start tag,h5,11555
trailing end phase,,start tag,frame,11427
trailing end phase,,end tag,small,11286
trailing end phase,,end tag,i,9422
trailing end phase,,start tag,fieldset,9393
trailing end phase,,end tag,base,9257
trailing end phase,,end tag,fieldset,9144
trailing end phase,,end tag,marquee,9008
trailing end phase,,end tag,tt,7628
trailing end phase,,end tag,th,5738
trailing end phase,,end tag,noembed,5527
trailing end phase,,start tag,address,5093
trailing end phase,,end tag,dd,4989
trailing end phase,,start tag,tbody,4864
trailing end phase,,end tag,h5,4708
trailing end phase,,end tag,u,4647
trailing end phase,,end tag,em,4586
trailing end phase,,end tag,ol,4036
trailing end phase,,start tag,plaintext,3744
trailing end phase,,end tag,option,3617
trailing end phase,,end tag,address,3579
trailing end phase,,start tag,nobr,3504
trailing end phase,,end tag,embed,3293
trailing end phase,,start tag,dt,2691
trailing end phase,,end tag,dl,2491
trailing end phase,,start tag,param,2399
trailing end phase,,start tag,tt,2216
trailing end phase,,end tag,h6,2202
trailing end phase,,start tag,dd,1808
trailing end phase,,end tag,select,1611
trailing end phase,,end tag,nobr,1510
trailing end phase,,end tag,meta,1426
trailing end phase,,end tag,dt,1409
trailing end phase,,start tag,ol,1067
trailing end phase,,start tag,select,1059
trailing end phase,,start tag,th,1015
trailing end phase,,start tag,big,700
trailing end phase,,end tag,big,590
trailing end phase,,end tag,area,581
trailing end phase,,start tag,spacer,512
trailing end phase,,end tag,basefont,454
trailing end phase,,end tag,dir,442
trailing end phase,,end tag,frame,436
trailing end phase,,end tag,img,434
trailing end phase,,start tag,dir,355
trailing end phase,,start tag,option,341
trailing end phase,,end tag,link,231
trailing end phase,,start tag,wbr,217
trailing end phase,,start tag,s,199
trailing end phase,,end tag,plaintext,196
trailing end phase,,end tag,hr,144
trailing end phase,,end tag,input,144
trailing end phase,,start tag,button,107
trailing end phase,,end tag,menu,86
trailing end phase,,start tag,menu,72
trailing end phase,,end tag,caption,66
trailing end phase,,start tag,image,66
trailing end phase,,end tag,thead,57
trailing end phase,,start tag,tfoot,52
trailing end phase,,start tag,caption,46
trailing end phase,,start tag,col,34
trailing end phase,,end tag,param,28
trailing end phase,,end tag,listing,28
trailing end phase,,end tag,spacer,20
trailing end phase,,start tag,colgroup,20
trailing end phase,,start tag,strike,20
trailing end phase,,end tag,bgsound,17
trailing end phase,,end tag,s,14
trailing end phase,,start tag,thead,14
trailing end phase,,end tag,tfoot,8
trailing end phase,,end tag,strike,8
trailing end phase,,end tag,col,5
trailing end phase,,end tag,button,2
trailing end phase,,start tag,listing,2
trailing end phase,,end tag,wbr,2
trailing end phase,,end tag,colgroup,2
